,file,age,gender,race,service_test,confidence
438,train/439.jpg,20-29,Female,Indian,True,0.9991061091423035
444,train/445.jpg,20-29,Female,Indian,True,0.9998229146003723
466,train/467.jpg,20-29,Female,Indian,False,0.9999983310699463
477,train/478.jpg,20-29,Male,Indian,True,0.9999998807907104
485,train/486.jpg,10-19,Female,Indian,True,0.9998917579650879
505,train/506.jpg,0-2,Female,Indian,True,0.998673677444458
507,train/508.jpg,3-9,Female,Indian,False,0.9996920824050903
521,train/522.jpg,20-29,Male,Indian,True,1.0
543,train/544.jpg,20-29,Female,Indian,True,0.9964001178741455
545,train/546.jpg,40-49,Male,Indian,True,nenhum rosto detectado (=0)
553,train/554.jpg,20-29,Female,Indian,True,0.9999997615814209
557,train/558.jpg,3-9,Male,Indian,False,0.9999759197235107
566,train/567.jpg,50-59,Female,Indian,False,0.7866041660308838
568,train/569.jpg,50-59,Male,Indian,False,0.9977580904960632
579,train/580.jpg,20-29,Male,Indian,True,mais de um rosto detectado
587,train/588.jpg,10-19,Female,Indian,True,0.9999585151672363
599,train/600.jpg,20-29,Male,Indian,True,0.9999397993087769
602,train/603.jpg,20-29,Female,Indian,True,nenhum rosto detectado (=0)
615,train/616.jpg,30-39,Female,Indian,False,0.9999970197677612
623,train/624.jpg,30-39,Female,Indian,False,0.9999349117279053
635,train/636.jpg,20-29,Female,Indian,True,0.9999996423721313
641,train/642.jpg,20-29,Male,Indian,True,0.9999929666519165
649,train/650.jpg,10-19,Female,Indian,False,0.9999974966049194
650,train/651.jpg,40-49,Female,Indian,True,0.9997974038124084
654,train/655.jpg,10-19,Male,Indian,False,0.9813243746757507
657,train/658.jpg,30-39,Male,Indian,True,0.8363041281700134
669,train/670.jpg,20-29,Male,Indian,False,0.9999998807907104
672,train/673.jpg,20-29,Female,Indian,True,0.9997836947441101
675,train/676.jpg,50-59,Male,Indian,False,0.999599277973175
676,train/677.jpg,30-39,Male,Indian,False,0.9999408721923828
694,train/695.jpg,40-49,Male,Indian,True,0.9999985694885254
700,train/701.jpg,40-49,Male,Indian,False,0.9999958276748657
714,train/715.jpg,30-39,Male,Indian,False,0.999927282333374
728,train/729.jpg,20-29,Male,Indian,False,0.9998694658279419
731,train/732.jpg,20-29,Female,Indian,True,0.9995916485786438
732,train/733.jpg,20-29,Female,Indian,True,0.9049789309501648
733,train/734.jpg,20-29,Male,Indian,True,0.999997615814209
736,train/737.jpg,3-9,Female,Indian,False,0.9973515272140503
746,train/747.jpg,3-9,Male,Indian,False,0.9999946355819702
754,train/755.jpg,60-69,Female,Indian,False,0.9992138147354126
756,train/757.jpg,0-2,Female,Indian,False,0.9992039799690247
758,train/759.jpg,3-9,Male,Indian,False,0.9999239444732666
786,train/787.jpg,40-49,Male,Indian,True,0.9999468326568604
788,train/789.jpg,40-49,Male,Indian,False,0.9999966621398926
814,train/815.jpg,20-29,Female,Indian,True,0.9999285936355591
815,train/816.jpg,3-9,Male,Indian,True,0.9999005794525146
817,train/818.jpg,30-39,Male,Indian,True,0.9999972581863403
842,train/843.jpg,50-59,Male,Indian,False,0.9931014776229858
845,train/846.jpg,40-49,Male,Indian,True,0.9999785423278809
849,train/850.jpg,3-9,Female,Indian,False,0.9999721050262451
853,train/854.jpg,30-39,Female,Indian,True,0.9999673366546631
854,train/855.jpg,20-29,Male,Indian,False,0.9999821186065674
857,train/858.jpg,40-49,Male,Indian,True,0.9990330934524536
860,train/861.jpg,30-39,Male,Indian,True,0.9998482465744019
862,train/863.jpg,40-49,Female,Indian,True,0.9994513392448425
866,train/867.jpg,40-49,Male,Indian,True,nenhum rosto detectado (=0)
867,train/868.jpg,0-2,Female,Indian,False,0.9999679327011108
868,train/869.jpg,40-49,Female,Indian,True,0.9999858140945435
874,train/875.jpg,20-29,Female,Indian,False,0.9999523162841797
878,train/879.jpg,30-39,Male,Indian,True,0.9999991655349731
884,train/885.jpg,60-69,Female,Indian,False,0.999500036239624
888,train/889.jpg,20-29,Male,Indian,True,0.999980092048645
891,train/892.jpg,10-19,Male,Indian,False,0.9996445178985596
911,train/912.jpg,3-9,Male,Indian,False,nenhum rosto detectado (=0)
934,train/935.jpg,50-59,Male,Indian,False,0.9981164932250977
938,train/939.jpg,30-39,Male,Indian,False,0.9998849630355835
965,train/966.jpg,40-49,Male,Indian,True,0.9997095465660095
974,train/975.jpg,3-9,Male,Indian,True,0.9999856948852539
982,train/983.jpg,10-19,Female,Indian,True,0.9999972581863403
983,train/984.jpg,20-29,Female,Indian,False,0.9999971389770508
987,train/988.jpg,20-29,Male,Indian,True,0.9999994039535522
994,train/995.jpg,20-29,Female,Indian,True,0.999998927116394
997,train/998.jpg,30-39,Female,Indian,True,0.9999991655349731
1007,train/1008.jpg,20-29,Female,Indian,False,0.9550814032554626
1009,train/1010.jpg,50-59,Male,Indian,False,0.9988610744476318
1021,train/1022.jpg,10-19,Male,Indian,True,0.9999700784683228
1033,train/1034.jpg,10-19,Male,Indian,True,0.9999994039535522
1037,train/1038.jpg,20-29,Male,Indian,False,0.9896789789199829
1044,train/1045.jpg,20-29,Male,Indian,True,0.9996695518493652
1045,train/1046.jpg,30-39,Male,Indian,False,0.9999980926513672
1046,train/1047.jpg,more than 70,Male,Indian,False,0.9905803799629211
1053,train/1054.jpg,20-29,Female,Indian,True,0.999993085861206
1054,train/1055.jpg,20-29,Female,Indian,True,0.9999997615814209
1057,train/1058.jpg,20-29,Female,Indian,True,0.9987238049507141
1066,train/1067.jpg,30-39,Female,Indian,True,0.9999971389770508
1073,train/1074.jpg,20-29,Female,Indian,True,0.9970435500144958
1075,train/1076.jpg,20-29,Male,Indian,True,0.999998927116394
1092,train/1093.jpg,10-19,Female,Indian,False,0.9999790191650391
1094,train/1095.jpg,3-9,Female,Indian,False,0.9844433069229126
1095,train/1096.jpg,20-29,Male,Indian,False,1.0
1102,train/1103.jpg,3-9,Female,Indian,False,0.9998397827148438
1127,train/1128.jpg,20-29,Female,Indian,True,0.9977559447288513
1141,train/1142.jpg,3-9,Male,Indian,True,0.9983239769935608
1144,train/1145.jpg,20-29,Female,Indian,False,0.977950930595398
1146,train/1147.jpg,3-9,Male,Indian,False,0.9999977350234985
1149,train/1150.jpg,30-39,Male,Indian,False,0.9999938011169434
1167,train/1168.jpg,10-19,Female,Indian,False,0.9999986886978149
1175,train/1176.jpg,30-39,Female,Indian,True,0.9999973773956299
1180,train/1181.jpg,10-19,Male,Indian,True,0.9999657869338989
1189,train/1190.jpg,50-59,Male,Indian,True,0.9882642030715942
1192,train/1193.jpg,3-9,Male,Indian,False,0.9850778579711914
1201,train/1202.jpg,50-59,Female,Indian,False,0.9983373880386353
1203,train/1204.jpg,20-29,Male,Indian,True,0.9999997615814209
1208,train/1209.jpg,0-2,Male,Indian,False,0.9996178150177002
1218,train/1219.jpg,3-9,Male,Indian,False,0.999990701675415
1226,train/1227.jpg,3-9,Male,Indian,False,0.9999525547027588
1228,train/1229.jpg,more than 70,Female,Indian,True,0.9989987015724182
1231,train/1232.jpg,40-49,Male,Indian,True,0.999923825263977
1242,train/1243.jpg,10-19,Female,Indian,True,0.9999998807907104
1250,train/1251.jpg,10-19,Male,Indian,True,0.9999954700469971
1255,train/1256.jpg,20-29,Female,Indian,True,0.9999960660934448
1256,train/1257.jpg,10-19,Female,Indian,False,0.9999992847442627
1260,train/1261.jpg,3-9,Female,Indian,True,0.9997692704200745
1262,train/1263.jpg,40-49,Female,Indian,True,0.9993719458580017
1269,train/1270.jpg,10-19,Male,Indian,True,0.9999982118606567
1279,train/1280.jpg,30-39,Female,Indian,True,0.9811031818389893
1282,train/1283.jpg,30-39,Female,Indian,True,0.9993440508842468
1287,train/1288.jpg,20-29,Female,Indian,False,0.9999942779541016
1291,train/1292.jpg,10-19,Male,Indian,False,0.999967098236084
1302,train/1303.jpg,0-2,Female,Indian,False,0.9999861717224121
1306,train/1307.jpg,30-39,Male,Indian,True,0.9999929666519165
1312,train/1313.jpg,30-39,Female,Indian,True,0.9999927282333374
1322,train/1323.jpg,50-59,Male,Indian,False,0.9996110796928406
1329,train/1330.jpg,40-49,Female,Indian,True,0.9999481439590454
1332,train/1333.jpg,20-29,Female,Indian,True,0.9999738931655884
1335,train/1336.jpg,60-69,Female,Indian,False,0.9999444484710693
1341,train/1342.jpg,20-29,Male,Indian,False,0.9992094039916992
1347,train/1348.jpg,20-29,Female,Indian,False,1.0
1349,train/1350.jpg,3-9,Male,Indian,False,0.995578944683075
1354,train/1355.jpg,30-39,Male,Indian,False,0.9849317073822021
1365,train/1366.jpg,40-49,Male,Indian,False,0.9999996423721313
1379,train/1380.jpg,40-49,Male,Indian,True,0.9997835755348206
1394,train/1395.jpg,40-49,Female,Indian,False,0.9965628981590271
1408,train/1409.jpg,10-19,Male,Indian,True,0.9998757839202881
1410,train/1411.jpg,3-9,Female,Indian,False,0.9990507960319519
1436,train/1437.jpg,10-19,Female,Indian,False,0.9999825954437256
1447,train/1448.jpg,30-39,Male,Indian,True,0.9997175335884094
1448,train/1449.jpg,10-19,Male,Indian,True,0.9998258948326111
1452,train/1453.jpg,30-39,Male,Indian,False,0.9664186835289001
1460,train/1461.jpg,30-39,Male,Indian,False,0.999998927116394
1473,train/1474.jpg,30-39,Female,Indian,True,0.9999998807907104
1488,train/1489.jpg,20-29,Female,Indian,True,0.9999984502792358
1505,train/1506.jpg,3-9,Male,Indian,False,0.999992847442627
1508,train/1509.jpg,3-9,Male,Indian,False,0.9933740496635437
1512,train/1513.jpg,30-39,Female,Indian,True,0.9945329427719116
1517,train/1518.jpg,40-49,Female,Indian,False,0.9956595301628113
1521,train/1522.jpg,40-49,Male,Indian,False,0.9999868869781494
1530,train/1531.jpg,10-19,Female,Indian,True,0.9999468326568604
1533,train/1534.jpg,20-29,Male,Indian,True,0.9999973773956299
1534,train/1535.jpg,3-9,Male,Indian,False,0.999997615814209
1541,train/1542.jpg,20-29,Male,Indian,True,1.0
1543,train/1544.jpg,10-19,Male,Indian,False,0.9994032382965088
1545,train/1546.jpg,20-29,Male,Indian,False,0.928943932056427
1546,train/1547.jpg,20-29,Male,Indian,False,0.9999997615814209
1551,train/1552.jpg,40-49,Male,Indian,False,0.9999986886978149
1552,train/1553.jpg,10-19,Male,Indian,True,0.9999980926513672
1558,train/1559.jpg,50-59,Male,Indian,False,0.9996887445449829
1564,train/1565.jpg,10-19,Female,Indian,True,0.9998843669891357
1566,train/1567.jpg,30-39,Male,Indian,True,nenhum rosto detectado (=0)
1568,train/1569.jpg,40-49,Male,Indian,False,0.9932358860969543
1569,train/1570.jpg,10-19,Male,Indian,False,0.9999990463256836
1577,train/1578.jpg,30-39,Male,Indian,False,1.0
1592,train/1593.jpg,10-19,Male,Indian,True,0.9999980926513672
1604,train/1605.jpg,60-69,Female,Indian,False,0.999900221824646
1615,train/1616.jpg,10-19,Female,Indian,False,0.9998114705085754
1626,train/1627.jpg,3-9,Female,Indian,False,0.9986047148704529
1627,train/1628.jpg,30-39,Male,Indian,False,0.9996243715286255
1642,train/1643.jpg,3-9,Female,Indian,True,0.9993919134140015
1644,train/1645.jpg,20-29,Female,Indian,False,1.0
1646,train/1647.jpg,0-2,Male,Indian,False,0.9999654293060303
1659,train/1660.jpg,60-69,Male,Indian,True,0.9990869760513306
1660,train/1661.jpg,30-39,Female,Indian,True,0.8656195998191833
1662,train/1663.jpg,10-19,Male,Indian,True,0.9999942779541016
1668,train/1669.jpg,40-49,Male,Indian,False,0.9999960660934448
1669,train/1670.jpg,50-59,Male,Indian,False,0.9999415874481201
1675,train/1676.jpg,50-59,Male,Indian,False,0.9985496401786804
1678,train/1679.jpg,10-19,Female,Indian,True,0.9999994039535522
1679,train/1680.jpg,3-9,Male,Indian,False,0.9999992847442627
1682,train/1683.jpg,3-9,Male,Indian,False,0.9999256134033203
1683,train/1684.jpg,30-39,Male,Indian,True,nenhum rosto detectado (=0)
1693,train/1694.jpg,20-29,Female,Indian,False,0.9999490976333618
1698,train/1699.jpg,30-39,Male,Indian,True,nenhum rosto detectado (=0)
1699,train/1700.jpg,20-29,Male,Indian,False,0.9978601336479187
1704,train/1705.jpg,3-9,Male,Indian,False,0.9999938011169434
1712,train/1713.jpg,50-59,Female,Indian,True,0.9985156655311584
1730,train/1731.jpg,20-29,Female,Indian,True,0.998435914516449
1731,train/1732.jpg,20-29,Female,Indian,True,0.9999808073043823
1734,train/1735.jpg,30-39,Female,Indian,True,0.9997177720069885
1740,train/1741.jpg,30-39,Female,Indian,False,0.9999992847442627
1742,train/1743.jpg,30-39,Male,Indian,False,0.9999951124191284
1743,train/1744.jpg,10-19,Female,Indian,False,0.9976736903190613
1757,train/1758.jpg,20-29,Female,Indian,False,0.9999856948852539
1765,train/1766.jpg,3-9,Male,Indian,False,nenhum rosto detectado (=0)
1770,train/1771.jpg,50-59,Male,Indian,False,0.999988317489624
1772,train/1773.jpg,20-29,Female,Indian,True,0.9999990463256836
1792,train/1793.jpg,30-39,Male,Indian,False,0.981990396976471
1793,train/1794.jpg,40-49,Female,Indian,False,0.9999982118606567
1801,train/1802.jpg,10-19,Female,Indian,True,0.9997147917747498
1814,train/1815.jpg,30-39,Female,Indian,False,0.9976235032081604
1815,train/1816.jpg,20-29,Female,Indian,True,0.9999279975891113
1825,train/1826.jpg,30-39,Male,Indian,True,0.9999984502792358
1862,train/1863.jpg,30-39,Female,Indian,False,nenhum rosto detectado (=0)
1865,train/1866.jpg,30-39,Female,Indian,False,0.9999692440032959
1883,train/1884.jpg,3-9,Male,Indian,True,0.9999680519104004
1885,train/1886.jpg,20-29,Female,Indian,False,0.9999879598617554
1897,train/1898.jpg,3-9,Male,Indian,True,0.9999973773956299
1919,train/1920.jpg,50-59,Male,Indian,False,0.997448742389679
1920,train/1921.jpg,20-29,Female,Indian,True,nenhum rosto detectado (=0)
1941,train/1942.jpg,40-49,Female,Indian,False,0.9984742999076843
1946,train/1947.jpg,50-59,Male,Indian,False,0.9998123049736023
1951,train/1952.jpg,20-29,Female,Indian,True,0.9999182224273682
1962,train/1963.jpg,50-59,Female,Indian,False,0.9997484087944031
1976,train/1977.jpg,60-69,Male,Indian,False,0.9999983310699463
1983,train/1984.jpg,20-29,Female,Indian,True,0.9999821186065674
1990,train/1991.jpg,40-49,Male,Indian,False,0.9982981085777283
2000,train/2001.jpg,30-39,Male,Indian,False,0.9997488856315613
2016,train/2017.jpg,30-39,Male,Indian,True,0.9994288086891174
2017,train/2018.jpg,40-49,Female,Indian,True,0.9993472695350647
2018,train/2019.jpg,3-9,Female,Indian,False,0.999976396560669
2024,train/2025.jpg,40-49,Male,Indian,True,0.9974812865257263
2038,train/2039.jpg,20-29,Male,Indian,True,0.9999916553497314
2039,train/2040.jpg,40-49,Male,Indian,False,0.9999949932098389
2059,train/2060.jpg,40-49,Female,Indian,False,0.9995131492614746
2061,train/2062.jpg,30-39,Female,Indian,True,0.9800568222999573
2070,train/2071.jpg,50-59,Male,Indian,True,0.9999725818634033
2077,train/2078.jpg,20-29,Male,Indian,True,0.9999738931655884
2081,train/2082.jpg,30-39,Male,Indian,True,0.9997727274894714
2082,train/2083.jpg,60-69,Female,Indian,True,0.9999954700469971
2085,train/2086.jpg,40-49,Male,Indian,False,0.9811707735061646
2088,train/2089.jpg,30-39,Male,Indian,False,0.9990917444229126
2089,train/2090.jpg,40-49,Female,Indian,False,0.9993027448654175
2092,train/2093.jpg,40-49,Male,Indian,False,0.9999192953109741
2097,train/2098.jpg,3-9,Male,Indian,False,0.999313235282898
2099,train/2100.jpg,20-29,Male,Indian,True,0.9999111890792847
2112,train/2113.jpg,20-29,Female,Indian,True,0.9994805455207825
2117,train/2118.jpg,40-49,Female,Indian,True,0.9997356534004211
2121,train/2122.jpg,10-19,Female,Indian,True,0.9999997615814209
2124,train/2125.jpg,3-9,Female,Indian,False,0.9999983310699463
2128,train/2129.jpg,50-59,Female,Indian,False,0.9995096921920776
2137,train/2138.jpg,30-39,Female,Indian,False,0.9937986731529236
2148,train/2149.jpg,10-19,Female,Indian,True,0.9999659061431885
2154,train/2155.jpg,60-69,Female,Indian,False,0.9992087483406067
2158,train/2159.jpg,60-69,Female,Indian,False,0.9994813799858093
2163,train/2164.jpg,20-29,Male,Indian,False,0.9999748468399048
2165,train/2166.jpg,10-19,Female,Indian,False,0.9999125003814697
2169,train/2170.jpg,30-39,Female,Indian,False,0.999998927116394
2177,train/2178.jpg,30-39,Male,Indian,False,0.9998961687088013
2200,train/2201.jpg,20-29,Male,Indian,True,0.8675370812416077
2202,train/2203.jpg,20-29,Male,Indian,False,0.9999942779541016
2203,train/2204.jpg,20-29,Male,Indian,True,0.9995624423027039
2208,train/2209.jpg,3-9,Male,Indian,True,0.9999997615814209
2217,train/2218.jpg,20-29,Female,Indian,False,0.9999998807907104
2221,train/2222.jpg,30-39,Female,Indian,False,0.9997017979621887
2240,train/2241.jpg,30-39,Female,Indian,True,0.9999738931655884
2243,train/2244.jpg,20-29,Male,Indian,False,0.9999605417251587
2249,train/2250.jpg,40-49,Male,Indian,False,0.9999620914459229
2266,train/2267.jpg,40-49,Male,Indian,False,0.9984914064407349
2267,train/2268.jpg,10-19,Female,Indian,False,0.9998612403869629
2278,train/2279.jpg,3-9,Male,Indian,False,0.9999959468841553
2284,train/2285.jpg,30-39,Male,Indian,False,0.9998593330383301
2292,train/2293.jpg,40-49,Female,Indian,False,0.9787200689315796
2305,train/2306.jpg,40-49,Male,Indian,False,1.0
2313,train/2314.jpg,3-9,Female,Indian,False,0.9999974966049194
2319,train/2320.jpg,3-9,Male,Indian,True,0.9999997615814209
2329,train/2330.jpg,20-29,Male,Indian,True,0.9997736811637878
2340,train/2341.jpg,20-29,Female,Indian,True,0.999815046787262
2344,train/2345.jpg,20-29,Female,Indian,True,0.9813259840011597
2347,train/2348.jpg,3-9,Male,Indian,True,0.9999784231185913
2348,train/2349.jpg,3-9,Male,Indian,False,0.9999980926513672
2357,train/2358.jpg,10-19,Female,Indian,True,0.9999969005584717
2358,train/2359.jpg,30-39,Female,Indian,False,0.9998724460601807
2360,train/2361.jpg,40-49,Male,Indian,False,0.996399998664856
2364,train/2365.jpg,50-59,Female,Indian,False,0.9999997615814209
2370,train/2371.jpg,40-49,Male,Indian,False,0.9968390464782715
2389,train/2390.jpg,20-29,Male,Indian,True,0.9999996423721313
2394,train/2395.jpg,30-39,Male,Indian,False,0.9998805522918701
2404,train/2405.jpg,20-29,Female,Indian,True,0.9999409914016724
2406,train/2407.jpg,3-9,Female,Indian,True,0.9960765242576599
2409,train/2410.jpg,20-29,Female,Indian,True,0.9999958276748657
2413,train/2414.jpg,60-69,Male,Indian,False,0.9999892711639404
2437,train/2438.jpg,20-29,Male,Indian,True,0.9998407363891602
2443,train/2444.jpg,30-39,Male,Indian,False,0.9981777667999268
2446,train/2447.jpg,3-9,Male,Indian,False,nenhum rosto detectado (=0)
2462,train/2463.jpg,20-29,Female,Indian,True,0.9999979734420776
2464,train/2465.jpg,30-39,Female,Indian,True,0.9999963045120239
2470,train/2471.jpg,20-29,Female,Indian,False,0.9998511075973511
2478,train/2479.jpg,3-9,Female,Indian,True,0.9999998807907104
2479,train/2480.jpg,10-19,Male,Indian,False,0.9999992847442627
2482,train/2483.jpg,40-49,Female,Indian,True,0.999929666519165
2488,train/2489.jpg,10-19,Male,Indian,True,0.9998002648353577
2497,train/2498.jpg,30-39,Male,Indian,True,0.9998981952667236
2513,train/2514.jpg,30-39,Female,Indian,True,0.9995075464248657
2517,train/2518.jpg,20-29,Male,Indian,True,0.9999873638153076
2520,train/2521.jpg,50-59,Male,Indian,False,1.0
2528,train/2529.jpg,30-39,Female,Indian,True,0.9996931552886963
2530,train/2531.jpg,20-29,Male,Indian,True,0.9999959468841553
2534,train/2535.jpg,40-49,Male,Indian,False,0.9998536109924316
2536,train/2537.jpg,50-59,Male,Indian,False,0.9347493648529053
2539,train/2540.jpg,50-59,Female,Indian,False,0.9999697208404541
2552,train/2553.jpg,20-29,Male,Indian,True,0.9991519451141357
2555,train/2556.jpg,30-39,Female,Indian,True,0.9999731779098511
2557,train/2558.jpg,20-29,Male,Indian,True,0.9999992847442627
2560,train/2561.jpg,10-19,Female,Indian,False,0.9999741315841675
2581,train/2582.jpg,3-9,Female,Indian,False,0.9999992847442627
2586,train/2587.jpg,40-49,Male,Indian,False,0.9999935626983643
2589,train/2590.jpg,60-69,Female,Indian,False,0.9870660901069641
2597,train/2598.jpg,40-49,Male,Indian,False,0.9999966621398926
2601,train/2602.jpg,40-49,Female,Indian,True,0.9995297193527222
2603,train/2604.jpg,20-29,Male,Indian,True,0.9999974966049194
2609,train/2610.jpg,50-59,Male,Indian,False,0.9982026815414429
2619,train/2620.jpg,30-39,Female,Indian,True,0.9997003078460693
2622,train/2623.jpg,10-19,Male,Indian,False,0.9999141693115234
2630,train/2631.jpg,3-9,Female,Indian,False,0.999994158744812
2640,train/2641.jpg,30-39,Male,Indian,False,0.9999986886978149
2647,train/2648.jpg,20-29,Male,Indian,True,0.9999998807907104
2659,train/2660.jpg,30-39,Female,Indian,True,0.9999699592590332
2662,train/2663.jpg,0-2,Male,Indian,False,0.9999721050262451
2682,train/2683.jpg,40-49,Male,Indian,True,0.9999889135360718
2689,train/2690.jpg,10-19,Female,Indian,False,0.991797924041748
2690,train/2691.jpg,50-59,Male,Indian,False,0.9998917579650879
2696,train/2697.jpg,30-39,Female,Indian,False,0.9994937181472778
2706,train/2707.jpg,10-19,Female,Indian,True,0.9999998807907104
2712,train/2713.jpg,50-59,Female,Indian,True,0.9999997615814209
2713,train/2714.jpg,20-29,Female,Indian,False,0.999321460723877
2714,train/2715.jpg,3-9,Male,Indian,False,0.99965500831604
2752,train/2753.jpg,30-39,Male,Indian,False,0.9988598823547363
2756,train/2757.jpg,10-19,Male,Indian,False,0.9999977350234985
2759,train/2760.jpg,10-19,Female,Indian,False,0.9999711513519287
2760,train/2761.jpg,40-49,Male,Indian,True,0.9999977350234985
2774,train/2775.jpg,20-29,Female,Indian,False,0.9998455047607422
2781,train/2782.jpg,10-19,Male,Indian,True,0.9999719858169556
2785,train/2786.jpg,20-29,Female,Indian,True,0.9999945163726807
2788,train/2789.jpg,10-19,Female,Indian,True,0.9983872175216675
2790,train/2791.jpg,3-9,Male,Indian,False,nenhum rosto detectado (=0)
2796,train/2797.jpg,20-29,Female,Indian,False,0.9999984502792358
2804,train/2805.jpg,3-9,Male,Indian,True,0.9999494552612305
2812,train/2813.jpg,30-39,Male,Indian,False,nenhum rosto detectado (=0)
2822,train/2823.jpg,20-29,Male,Indian,True,1.0
2823,train/2824.jpg,20-29,Male,Indian,False,0.999995231628418
2830,train/2831.jpg,50-59,Female,Indian,False,0.9999979734420776
2833,train/2834.jpg,20-29,Male,Indian,True,0.999962329864502
2838,train/2839.jpg,20-29,Male,Indian,True,0.9997426867485046
2847,train/2848.jpg,40-49,Female,Indian,True,0.9953998923301697
2851,train/2852.jpg,3-9,Male,Indian,False,0.9994648098945618
2857,train/2858.jpg,20-29,Male,Indian,True,0.9999784231185913
2863,train/2864.jpg,10-19,Female,Indian,False,0.9999980926513672
2867,train/2868.jpg,60-69,Male,Indian,True,0.9979298114776611
2872,train/2873.jpg,20-29,Female,Indian,False,mais de um rosto detectado
2877,train/2878.jpg,10-19,Female,Indian,False,0.9999939203262329
2878,train/2879.jpg,60-69,Male,Indian,False,0.9979788661003113
2885,train/2886.jpg,20-29,Male,Indian,False,0.999221920967102
