,file,age,gender,race,service_test,confidence
1116,train/1117.jpg,0-2,Female,East Asian,True,1.0
1124,train/1125.jpg,10-19,Female,East Asian,True,0.9999899864196777
1126,train/1127.jpg,30-39,Female,East Asian,True,mais de um rosto detectado
1138,train/1139.jpg,40-49,Female,East Asian,True,0.9996145963668823
1140,train/1141.jpg,30-39,Female,East Asian,False,0.999982476234436
1142,train/1143.jpg,60-69,Male,East Asian,False,0.9999881982803345
1153,train/1154.jpg,20-29,Male,East Asian,False,0.9991488456726074
1157,train/1158.jpg,30-39,Male,East Asian,False,0.9981605410575867
1166,train/1167.jpg,20-29,Male,East Asian,False,0.9996260404586792
1174,train/1175.jpg,30-39,Male,East Asian,False,mais de um rosto detectado
1176,train/1177.jpg,0-2,Male,East Asian,False,mais de um rosto detectado
1205,train/1206.jpg,30-39,Female,East Asian,True,0.991265594959259
1207,train/1208.jpg,20-29,Female,East Asian,False,0.9995985627174377
1210,train/1211.jpg,20-29,Male,East Asian,True,0.9969872832298279
1212,train/1213.jpg,20-29,Female,East Asian,False,0.9871023297309875
1215,train/1216.jpg,50-59,Female,East Asian,True,0.9998193383216858
1229,train/1230.jpg,30-39,Male,East Asian,False,0.9999974966049194
1230,train/1231.jpg,20-29,Female,East Asian,False,0.9984879493713379
1235,train/1236.jpg,3-9,Male,East Asian,True,0.999870777130127
1238,train/1239.jpg,30-39,Female,East Asian,True,0.99992835521698
1244,train/1245.jpg,40-49,Female,East Asian,True,0.996035635471344
1265,train/1266.jpg,20-29,Male,East Asian,True,0.9999629259109497
1283,train/1284.jpg,60-69,Male,East Asian,False,0.9999268054962158
1296,train/1297.jpg,20-29,Female,East Asian,True,0.9991487264633179
1317,train/1318.jpg,20-29,Female,East Asian,True,0.9994723200798035
1325,train/1326.jpg,3-9,Male,East Asian,False,mais de um rosto detectado
1327,train/1328.jpg,20-29,Male,East Asian,True,0.9991716146469116
1343,train/1344.jpg,20-29,Male,East Asian,True,0.9999122619628906
1350,train/1351.jpg,30-39,Male,East Asian,True,1.0
1352,train/1353.jpg,20-29,Female,East Asian,False,0.8680312633514404
1356,train/1357.jpg,3-9,Male,East Asian,False,0.9717859625816345
1361,train/1362.jpg,20-29,Female,East Asian,False,0.9999954700469971
1363,train/1364.jpg,20-29,Male,East Asian,True,0.9999363422393799
1388,train/1389.jpg,20-29,Female,East Asian,False,0.9957675933837891
1391,train/1392.jpg,20-29,Female,East Asian,False,mais de um rosto detectado
1395,train/1396.jpg,10-19,Female,East Asian,True,0.9996123909950256
1396,train/1397.jpg,40-49,Male,East Asian,False,0.9996782541275024
1407,train/1408.jpg,3-9,Female,East Asian,True,0.9993170499801636
1415,train/1416.jpg,0-2,Male,East Asian,False,mais de um rosto detectado
1418,train/1419.jpg,30-39,Male,East Asian,True,0.9998533725738525
1420,train/1421.jpg,40-49,Female,East Asian,True,0.9990891218185425
1429,train/1430.jpg,40-49,Male,East Asian,True,mais de um rosto detectado
1435,train/1436.jpg,20-29,Female,East Asian,False,0.9999858140945435
1438,train/1439.jpg,20-29,Female,East Asian,True,mais de um rosto detectado
1453,train/1454.jpg,10-19,Female,East Asian,True,mais de um rosto detectado
1456,train/1457.jpg,10-19,Male,East Asian,True,0.99116450548172
1472,train/1473.jpg,30-39,Male,East Asian,True,0.9990615248680115
1474,train/1475.jpg,20-29,Female,East Asian,False,0.9999141693115234
1489,train/1490.jpg,20-29,Female,East Asian,False,0.9924472570419312
1499,train/1500.jpg,20-29,Female,East Asian,False,mais de um rosto detectado
1501,train/1502.jpg,40-49,Male,East Asian,True,0.999997615814209
1511,train/1512.jpg,10-19,Male,East Asian,True,mais de um rosto detectado
1516,train/1517.jpg,0-2,Female,East Asian,False,0.9998911619186401
1520,train/1521.jpg,30-39,Male,East Asian,True,0.9995564818382263
1522,train/1523.jpg,30-39,Male,East Asian,True,0.9998600482940674
1525,train/1526.jpg,20-29,Female,East Asian,False,0.9997000694274902
1527,train/1528.jpg,50-59,Male,East Asian,True,0.9999796152114868
1554,train/1555.jpg,10-19,Female,East Asian,True,0.9983456134796143
1557,train/1558.jpg,20-29,Female,East Asian,True,0.9999998807907104
1559,train/1560.jpg,40-49,Male,East Asian,False,0.9817336797714233
1560,train/1561.jpg,10-19,Female,East Asian,True,0.9999946355819702
1580,train/1581.jpg,20-29,Male,East Asian,False,0.999275267124176
1581,train/1582.jpg,20-29,Female,East Asian,True,0.9998700618743896
1585,train/1586.jpg,20-29,Female,East Asian,False,0.999996542930603
1600,train/1601.jpg,10-19,Male,East Asian,False,0.9999743700027466
1607,train/1608.jpg,20-29,Female,East Asian,False,0.9999020099639893
1611,train/1612.jpg,40-49,Male,East Asian,False,0.9890598058700562
1616,train/1617.jpg,0-2,Male,East Asian,False,0.9999544620513916
1634,train/1635.jpg,3-9,Female,East Asian,False,0.9999265670776367
1635,train/1636.jpg,30-39,Male,East Asian,True,0.999883770942688
1645,train/1646.jpg,3-9,Female,East Asian,False,0.9996230602264404
1650,train/1651.jpg,20-29,Male,East Asian,True,0.999542236328125
1674,train/1675.jpg,0-2,Male,East Asian,False,0.9998786449432373
1681,train/1682.jpg,10-19,Female,East Asian,True,0.9926378726959229
1689,train/1690.jpg,30-39,Female,East Asian,True,0.9991400241851807
1701,train/1702.jpg,30-39,Male,East Asian,False,0.9999972581863403
1705,train/1706.jpg,3-9,Male,East Asian,False,0.9942069053649902
1706,train/1707.jpg,20-29,Female,East Asian,False,0.9997586607933044
1710,train/1711.jpg,20-29,Male,East Asian,True,0.9999927282333374
1715,train/1716.jpg,20-29,Female,East Asian,True,0.9993102550506592
1716,train/1717.jpg,3-9,Male,East Asian,False,0.9999957084655762
1729,train/1730.jpg,30-39,Female,East Asian,True,0.9994850158691406
1735,train/1736.jpg,30-39,Male,East Asian,True,0.820051908493042
1736,train/1737.jpg,3-9,Female,East Asian,False,0.999854564666748
1739,train/1740.jpg,30-39,Male,East Asian,True,0.999993085861206
1741,train/1742.jpg,20-29,Female,East Asian,False,mais de um rosto detectado
1751,train/1752.jpg,30-39,Male,East Asian,True,0.9990900754928589
1761,train/1762.jpg,20-29,Female,East Asian,True,0.9984830021858215
1790,train/1791.jpg,20-29,Male,East Asian,False,0.9998020529747009
1797,train/1798.jpg,60-69,Male,East Asian,False,0.99872225522995
1806,train/1807.jpg,40-49,Male,East Asian,True,0.9999948740005493
1818,train/1819.jpg,0-2,Male,East Asian,False,mais de um rosto detectado
1822,train/1823.jpg,10-19,Male,East Asian,True,0.9836437106132507
1824,train/1825.jpg,20-29,Female,East Asian,False,0.9991369843482971
1826,train/1827.jpg,20-29,Female,East Asian,False,0.9998899698257446
1854,train/1855.jpg,60-69,Male,East Asian,False,0.9998025298118591
1859,train/1860.jpg,20-29,Female,East Asian,True,0.9316703677177429
1870,train/1871.jpg,more than 70,Male,East Asian,True,0.9888005256652832
1879,train/1880.jpg,3-9,Female,East Asian,False,0.999870777130127
1890,train/1891.jpg,3-9,Male,East Asian,False,0.9999914169311523
1900,train/1901.jpg,20-29,Female,East Asian,True,0.9999681711196899
1902,train/1903.jpg,40-49,Female,East Asian,True,mais de um rosto detectado
1908,train/1909.jpg,30-39,Female,East Asian,True,0.9999982118606567
1909,train/1910.jpg,20-29,Female,East Asian,False,0.9999970197677612
1926,train/1927.jpg,40-49,Male,East Asian,True,0.999997615814209
1931,train/1932.jpg,30-39,Female,East Asian,False,0.9999891519546509
1932,train/1933.jpg,30-39,Female,East Asian,True,0.9999005794525146
1934,train/1935.jpg,20-29,Female,East Asian,False,0.9994694590568542
1940,train/1941.jpg,20-29,Female,East Asian,False,0.9987540245056152
1950,train/1951.jpg,20-29,Female,East Asian,True,0.9977129697799683
1956,train/1957.jpg,20-29,Female,East Asian,False,0.9999998807907104
1965,train/1966.jpg,20-29,Male,East Asian,True,0.9999901056289673
1967,train/1968.jpg,20-29,Female,East Asian,True,0.9999644756317139
1975,train/1976.jpg,20-29,Male,East Asian,True,0.9999963045120239
1992,train/1993.jpg,20-29,Female,East Asian,False,0.9997699856758118
1994,train/1995.jpg,60-69,Male,East Asian,True,0.9138377904891968
1997,train/1998.jpg,20-29,Female,East Asian,True,0.9606651663780212
2008,train/2009.jpg,10-19,Male,East Asian,True,
2014,train/2015.jpg,10-19,Male,East Asian,True,
2041,train/2042.jpg,3-9,Male,East Asian,True,
2060,train/2061.jpg,10-19,Female,East Asian,True,
2062,train/2063.jpg,20-29,Male,East Asian,True,
2076,train/2077.jpg,20-29,Female,East Asian,True,
2093,train/2094.jpg,20-29,Male,East Asian,True,
2108,train/2109.jpg,20-29,Female,East Asian,False,
2111,train/2112.jpg,0-2,Male,East Asian,False,
2113,train/2114.jpg,0-2,Female,East Asian,False,
2147,train/2148.jpg,30-39,Male,East Asian,False,
2162,train/2163.jpg,3-9,Male,East Asian,False,
2164,train/2165.jpg,50-59,Female,East Asian,True,
2168,train/2169.jpg,10-19,Male,East Asian,True,
2174,train/2175.jpg,30-39,Female,East Asian,False,
2180,train/2181.jpg,20-29,Male,East Asian,True,
2184,train/2185.jpg,20-29,Female,East Asian,False,
2189,train/2190.jpg,3-9,Female,East Asian,False,
2198,train/2199.jpg,3-9,Male,East Asian,True,
2219,train/2220.jpg,20-29,Male,East Asian,True,
2222,train/2223.jpg,3-9,Male,East Asian,False,
2223,train/2224.jpg,30-39,Male,East Asian,False,
2226,train/2227.jpg,30-39,Female,East Asian,True,
2231,train/2232.jpg,3-9,Female,East Asian,False,
2238,train/2239.jpg,3-9,Male,East Asian,False,
2248,train/2249.jpg,20-29,Male,East Asian,False,
2255,train/2256.jpg,3-9,Female,East Asian,False,
2270,train/2271.jpg,30-39,Male,East Asian,True,
2283,train/2284.jpg,20-29,Male,East Asian,True,
2291,train/2292.jpg,20-29,Male,East Asian,True,
2293,train/2294.jpg,20-29,Female,East Asian,False,
2308,train/2309.jpg,3-9,Male,East Asian,False,
2321,train/2322.jpg,20-29,Female,East Asian,True,
2327,train/2328.jpg,10-19,Male,East Asian,True,
2330,train/2331.jpg,3-9,Female,East Asian,True,
2332,train/2333.jpg,20-29,Male,East Asian,True,
2335,train/2336.jpg,20-29,Female,East Asian,True,
2343,train/2344.jpg,20-29,Male,East Asian,False,
2349,train/2350.jpg,0-2,Male,East Asian,False,
2351,train/2352.jpg,50-59,Male,East Asian,True,
2366,train/2367.jpg,30-39,Male,East Asian,True,
2373,train/2374.jpg,30-39,Female,East Asian,True,
2374,train/2375.jpg,3-9,Male,East Asian,False,
2381,train/2382.jpg,30-39,Male,East Asian,False,
2383,train/2384.jpg,40-49,Male,East Asian,True,
2393,train/2394.jpg,0-2,Male,East Asian,True,
2395,train/2396.jpg,20-29,Female,East Asian,False,
2398,train/2399.jpg,10-19,Male,East Asian,True,
2400,train/2401.jpg,3-9,Female,East Asian,False,
2405,train/2406.jpg,3-9,Female,East Asian,False,
2412,train/2413.jpg,40-49,Female,East Asian,True,
2422,train/2423.jpg,50-59,Female,East Asian,True,
2426,train/2427.jpg,30-39,Female,East Asian,True,
2428,train/2429.jpg,20-29,Female,East Asian,True,
2432,train/2433.jpg,60-69,Female,East Asian,True,
2435,train/2436.jpg,10-19,Female,East Asian,True,
2456,train/2457.jpg,30-39,Female,East Asian,True,
2463,train/2464.jpg,20-29,Female,East Asian,True,
2480,train/2481.jpg,20-29,Female,East Asian,False,
2481,train/2482.jpg,50-59,Male,East Asian,True,
2484,train/2485.jpg,20-29,Female,East Asian,False,
2500,train/2501.jpg,30-39,Female,East Asian,True,
2527,train/2528.jpg,20-29,Female,East Asian,True,
2538,train/2539.jpg,40-49,Male,East Asian,True,
2553,train/2554.jpg,20-29,Female,East Asian,False,
2564,train/2565.jpg,30-39,Male,East Asian,True,
2576,train/2577.jpg,20-29,Female,East Asian,True,
2579,train/2580.jpg,20-29,Female,East Asian,False,
2587,train/2588.jpg,20-29,Female,East Asian,True,
2592,train/2593.jpg,40-49,Male,East Asian,False,
2596,train/2597.jpg,0-2,Male,East Asian,False,
2598,train/2599.jpg,20-29,Female,East Asian,True,
2599,train/2600.jpg,20-29,Male,East Asian,False,
2624,train/2625.jpg,20-29,Male,East Asian,True,
2627,train/2628.jpg,20-29,Female,East Asian,False,
2637,train/2638.jpg,3-9,Male,East Asian,False,
2646,train/2647.jpg,3-9,Female,East Asian,False,
2650,train/2651.jpg,10-19,Female,East Asian,True,
2653,train/2654.jpg,3-9,Male,East Asian,False,
2663,train/2664.jpg,3-9,Female,East Asian,True,
2667,train/2668.jpg,20-29,Female,East Asian,True,
2671,train/2672.jpg,20-29,Male,East Asian,True,
2672,train/2673.jpg,3-9,Male,East Asian,False,
2683,train/2684.jpg,30-39,Female,East Asian,False,
2694,train/2695.jpg,3-9,Female,East Asian,False,
2705,train/2706.jpg,40-49,Male,East Asian,True,
2707,train/2708.jpg,40-49,Female,East Asian,True,
2723,train/2724.jpg,3-9,Female,East Asian,False,
2725,train/2726.jpg,20-29,Female,East Asian,False,
2730,train/2731.jpg,30-39,Female,East Asian,False,
2736,train/2737.jpg,30-39,Male,East Asian,False,
2744,train/2745.jpg,30-39,Male,East Asian,False,
2748,train/2749.jpg,20-29,Female,East Asian,True,
2751,train/2752.jpg,10-19,Female,East Asian,False,
2754,train/2755.jpg,20-29,Male,East Asian,False,
2770,train/2771.jpg,20-29,Female,East Asian,True,
2776,train/2777.jpg,20-29,Female,East Asian,True,
2794,train/2795.jpg,20-29,Male,East Asian,True,
2798,train/2799.jpg,20-29,Female,East Asian,True,
2803,train/2804.jpg,20-29,Female,East Asian,False,
2811,train/2812.jpg,20-29,Female,East Asian,False,
2826,train/2827.jpg,10-19,Female,East Asian,True,
2827,train/2828.jpg,50-59,Female,East Asian,True,
2828,train/2829.jpg,0-2,Male,East Asian,False,
2836,train/2837.jpg,30-39,Male,East Asian,True,
2839,train/2840.jpg,20-29,Female,East Asian,True,
2842,train/2843.jpg,20-29,Male,East Asian,True,
2852,train/2853.jpg,20-29,Female,East Asian,False,
2864,train/2865.jpg,30-39,Male,East Asian,False,
2868,train/2869.jpg,20-29,Female,East Asian,False,
2870,train/2871.jpg,20-29,Male,East Asian,True,
2874,train/2875.jpg,0-2,Male,East Asian,False,
2879,train/2880.jpg,20-29,Male,East Asian,False,
2888,train/2889.jpg,10-19,Male,East Asian,False,
2895,train/2896.jpg,40-49,Male,East Asian,True,
2911,train/2912.jpg,30-39,Female,East Asian,False,
2914,train/2915.jpg,10-19,Female,East Asian,True,
2923,train/2924.jpg,20-29,Female,East Asian,True,
2930,train/2931.jpg,20-29,Female,East Asian,False,
2934,train/2935.jpg,20-29,Female,East Asian,False,
2935,train/2936.jpg,10-19,Female,East Asian,True,
2937,train/2938.jpg,30-39,Female,East Asian,True,
2941,train/2942.jpg,20-29,Female,East Asian,False,
2945,train/2946.jpg,30-39,Male,East Asian,False,
2949,train/2950.jpg,30-39,Male,East Asian,False,
2953,train/2954.jpg,3-9,Female,East Asian,True,
2957,train/2958.jpg,40-49,Female,East Asian,True,
2965,train/2966.jpg,40-49,Male,East Asian,True,
2983,train/2984.jpg,3-9,Male,East Asian,False,
3000,train/3001.jpg,60-69,Male,East Asian,False,
3017,train/3018.jpg,0-2,Female,East Asian,False,
3026,train/3027.jpg,30-39,Female,East Asian,True,
3031,train/3032.jpg,20-29,Female,East Asian,False,
3033,train/3034.jpg,3-9,Male,East Asian,False,
3034,train/3035.jpg,10-19,Male,East Asian,True,
3043,train/3044.jpg,20-29,Male,East Asian,False,
3045,train/3046.jpg,10-19,Female,East Asian,True,
3052,train/3053.jpg,10-19,Male,East Asian,True,
3058,train/3059.jpg,3-9,Female,East Asian,False,
3063,train/3064.jpg,10-19,Male,East Asian,False,
3079,train/3080.jpg,20-29,Female,East Asian,False,
3081,train/3082.jpg,20-29,Female,East Asian,True,
3082,train/3083.jpg,3-9,Male,East Asian,True,
3083,train/3084.jpg,3-9,Male,East Asian,False,
3086,train/3087.jpg,40-49,Female,East Asian,True,
3091,train/3092.jpg,20-29,Female,East Asian,True,
3095,train/3096.jpg,40-49,Male,East Asian,True,
3096,train/3097.jpg,20-29,Female,East Asian,False,
3136,train/3137.jpg,20-29,Male,East Asian,False,
3142,train/3143.jpg,30-39,Male,East Asian,False,
3143,train/3144.jpg,20-29,Male,East Asian,True,
3144,train/3145.jpg,40-49,Female,East Asian,False,
3150,train/3151.jpg,20-29,Female,East Asian,True,
3151,train/3152.jpg,3-9,Female,East Asian,True,
3157,train/3158.jpg,30-39,Male,East Asian,True,
3159,train/3160.jpg,20-29,Male,East Asian,False,
3180,train/3181.jpg,40-49,Male,East Asian,True,
3187,train/3188.jpg,20-29,Male,East Asian,False,
3190,train/3191.jpg,20-29,Female,East Asian,False,
3202,train/3203.jpg,30-39,Male,East Asian,False,
3205,train/3206.jpg,40-49,Male,East Asian,True,
3208,train/3209.jpg,30-39,Male,East Asian,True,
3216,train/3217.jpg,3-9,Female,East Asian,False,
3221,train/3222.jpg,3-9,Female,East Asian,False,
3224,train/3225.jpg,20-29,Female,East Asian,False,
3227,train/3228.jpg,3-9,Male,East Asian,False,
3234,train/3235.jpg,20-29,Female,East Asian,False,
3249,train/3250.jpg,20-29,Male,East Asian,True,
3251,train/3252.jpg,3-9,Male,East Asian,False,
3252,train/3253.jpg,30-39,Female,East Asian,False,
3255,train/3256.jpg,20-29,Male,East Asian,True,
3256,train/3257.jpg,50-59,Male,East Asian,True,
3259,train/3260.jpg,20-29,Female,East Asian,False,
3264,train/3265.jpg,40-49,Male,East Asian,True,
3273,train/3274.jpg,30-39,Male,East Asian,False,
3284,train/3285.jpg,20-29,Female,East Asian,False,
3286,train/3287.jpg,20-29,Male,East Asian,False,
3293,train/3294.jpg,3-9,Male,East Asian,False,
3298,train/3299.jpg,30-39,Male,East Asian,True,
3307,train/3308.jpg,10-19,Female,East Asian,False,
3317,train/3318.jpg,3-9,Male,East Asian,False,
3324,train/3325.jpg,20-29,Female,East Asian,False,
3328,train/3329.jpg,20-29,Female,East Asian,False,
3332,train/3333.jpg,30-39,Male,East Asian,True,
3346,train/3347.jpg,20-29,Male,East Asian,True,
3352,train/3353.jpg,20-29,Male,East Asian,False,
3358,train/3359.jpg,20-29,Female,East Asian,True,
3362,train/3363.jpg,20-29,Male,East Asian,True,
3383,train/3384.jpg,40-49,Female,East Asian,True,
3386,train/3387.jpg,60-69,Male,East Asian,True,
